FID,id1,aa,company,a_m,thesh,kal_dhm_enothta,kal_perif_enothta,kal_dhmos,power,area_power,katastash_code,katastash_descr,imerominia,imerominia_ekdosis_adeias,geometry
V_SDI_R_PHOTOVOLTAICS13.12104,12104,Γ-03065,ΕΝΕΞΟΝ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΠΩΛΗΣΗΣ ΗΛΕΚΤΡΙΚΗΣ ΕΝΕΡΓΕΙΑΣ,ΑΔ-01759,ΜΑΓΓΑΝΙΩΤΙΚΑ,ΑΒΔΗΡΩΝ,ΞΑΝΘΗΣ,ΑΒΔΗΡΩΝ,3,31.879,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-12-07,2010-09-29,"MULTIPOLYGON (((24.906859386925923 41.029238173114365, 24.910476032183755 41.02840795053412, 24.909786169911435 41.0266838679087, 24.909713940595115 41.026621382234154, 24.91005067020628 41.02602419783092, 24.90812703380978 41.02539980439047, 24.907685351054052 41.02615094539664, 24.90654502145225 41.027132781220146, 24.90639386179038 41.0273861932611, 24.906228831358877 41.027495586622074, 24.906194261457152 41.02757693017038, 24.906859386925923 41.029238173114365)))"
V_SDI_R_PHOTOVOLTAICS13.12684,12684,Γ-02461,ΗΛΕΚΤΡΙΣΜΟΣ Α.Ε.,ΑΔ-01306,ΒΙ.ΠΕ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.788,19.727,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2009-10-02,"MULTIPOLYGON (((25.943327481113254 40.92907949229397, 25.94514494597715 40.93037465861271, 25.948361060556163 40.92912531561252, 25.94582701267003 40.927322382601176, 25.945657060662022 40.927273728058566, 25.94549138894869 40.92733047933159, 25.943327481113254 40.92907949229397)))"
V_SDI_R_PHOTOVOLTAICS13.11848,11848,Γ-02263,ΗΛΕΚΤΡΟΕΡΓΟΝ ΕΠΕ,ΑΔ-02131,ΚΟΥΤΣΟΥΠΙΑ,ΠΗΝΕΙΑΣ,ΗΛΕΙΑΣ,ΗΛΙΔΑΣ,1.975,35.481,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-20,"MULTIPOLYGON (((21.538339646032306 37.86177097821789, 21.538304767238394 37.86176917631567, 21.5378509194215 37.86166082215108, 21.537836285511197 37.86168046632738, 21.537810160264666 37.86173870747339, 21.53768947395285 37.86187128424522, 21.537504694757764 37.861981668315934, 21.537416685360572 37.86193498797414, 21.537216174062547 37.86202253290896, 21.53709221904073 37.861975712819344, 21.5370633171963 37.862011503354225, 21.537164114708418 37.862090224356706, 21.537171640795048 37.86220793930543, 21.537015046299377 37.862249753035414, 21.53690946064918 37.86236875005558, 21.536911376682347 37.86253648476453, 21.536932856348976 37.862970029742876, 21.537673460524065 37.86316082815775, 21.538050603342732 37.863239247853166, 21.53848775054577 37.86326536010535, 21.53870440109682 37.863367805035615, 21.538977256844415 37.863587792998665, 21.539484054506385 37.86353953960467, 21.540002477034985 37.86372134351872, 21.54042138022592 37.863740768559865, 21.540604435675316 37.86376803197056, 21.540890847532747 37.863729899465994, 21.541585601810766 37.86387469637379, 21.5420754744396 37.86392737990793, 21.542490610829635 37.863994549316665, 21.54284188460517 37.863964101277595, 21.543324426752694 37.864037000441726, 21.54335141217546 37.863890134756176, 21.542758157103638 37.862617929372014, 21.542128969061746 37.8626271192672, 21.541879238749633 37.86264853972385, 21.541288457433094 37.86273121007852, 21.54090394814422 37.86279809339306, 21.540709967612294 37.86275216565997, 21.54054266154743 37.86268783594451, 21.54045089539732 37.862549644710086, 21.54010227054513 37.86263835211269, 21.53984673569716 37.86265725899322, 21.53947791471203 37.86267345433204, 21.539347805851456 37.86265745169343, 21.539186751630965 37.86262765477808, 21.539041169987428 37.86262918805061, 21.539064204711455 37.86259686070758, 21.538749436790145 37.862179709836916, 21.538572226107807 37.86208590248166, 21.53835066612999 37.861904319190536, 21.538343383516764 37.86181475072549, 21.538339646032306 37.86177097821789)))"
V_SDI_R_PHOTOVOLTAICS13.11422,11422,Γ-01840,ΚΑΒΑΣΙΛΑ Α.Ε.,ΑΔ-01311,ΚΑΒΑΣΙΛΑ,ΓΑΣΤΟΥΝΗΣ,ΗΛΕΙΑΣ,ΠΗΝΕΙΟΥ,4.9,18.952,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-05,2009-10-02,"MULTIPOLYGON (((21.255788727792936 37.882055343162676, 21.25445308483854 37.882788988392726, 21.255088302567334 37.8835342000031, 21.253741724978834 37.8842552370066, 21.255487065630316 37.88630268904708, 21.25818012359721 37.884860647932456, 21.255788727792936 37.882055343162676)))"
V_SDI_R_PHOTOVOLTAICS13.12496,12496,Γ-01792,ΕΥΚΛΕΙΑ ΑΝΑΠΤΥΞΙΑΚΗ ΑΕ,ΑΔ-01121,ΑΡΚΟΥΔΙ-ΚΑΤΩ ΒΟΣΚΙΝΑ,ΛΕΩΝΙΔΙΟΥ,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,1.16,33.527,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-03-12,2008-09-16,"MULTIPOLYGON (((22.780375307324203 37.1956617448026, 22.780735633491716 37.19572467293984, 22.780814376656622 37.19536124631819, 22.780935450736834 37.19520304283377, 22.780952742177213 37.19510866875663, 22.781231332761802 37.19470493454551, 22.781384533718974 37.19463674581213, 22.78172743997224 37.19419184913276, 22.781816376319007 37.19416130646004, 22.78197562057166 37.193892177123075, 22.781930980220043 37.193830516185635, 22.781956334878988 37.19376714128316, 22.781545200843972 37.193430944575134, 22.780798087814645 37.19315122918208, 22.780426725065244 37.193263861592804, 22.779959276179763 37.19347321006881, 22.779391394856574 37.19390911375513, 22.77935323537871 37.19408187064399, 22.779625162139087 37.19472238009601, 22.77970007687738 37.19476506477691, 22.779697736934846 37.195036438290416, 22.78010044374974 37.195329199433104, 22.780225183399125 37.195580519436376, 22.780375307324203 37.1956617448026)))"
V_SDI_R_PHOTOVOLTAICS13.12755,12755,Γ-02424,ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΠΑΡΑΓΩΓΗΣ ΗΛΕΚΤΡΙΚΗΣ ΕΝΕΡΓΕΙΑΣ ΛΑΜΙΑΣ (Δ.Τ. ΕΝΕΡΓΕΙΑΚΗ ΛΑΜΙΑΣ Α.Ε),ΑΔ-01438,ΓΚΑΛΝΤΕΡΙΜΑΚΙ,ΔΟΜΟΚΟΥ,ΦΘΙΩΤΙΔΑΣ,ΔΟΜΟΚΟΥ,1.696,31.938,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-01-26,"MULTIPOLYGON (((22.348817995617143 39.13776885324876, 22.352190510516174 39.13844307747166, 22.35270819804416 39.13687241824921, 22.349335752107557 39.13619821033838, 22.348817995617143 39.13776885324876)))"
V_SDI_R_PHOTOVOLTAICS13.12862,12862,Γ-01825,ΗΛΙΟΓΕΝΕΣΙΣ ΠΑΡΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΗΛΕΚΤΡΙΚΟΥ ΡΕΥΜΑΤΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΔ-01299,ΡΙΓΑΝΕΣ,ΝΑΡΘΑΚΙΟΥ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,4.996,20.769,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-04-03,2009-09-30,"MULTIPOLYGON (((22.496105319418714 39.272620945042405, 22.49605626713983 39.27274645502523, 22.495886701544595 39.27308665431493, 22.495777391489575 39.27331950876258, 22.495728723385326 39.2734270030395, 22.49557074365095 39.273767351500666, 22.495497355120836 39.27394660827555, 22.495423966203397 39.274125864991554, 22.495411220847597 39.27417976180837, 22.495374140812242 39.27428740566536, 22.496347446496216 39.27430899008334, 22.496342439696694 39.274543192029654, 22.4968090922738 39.27440505379933, 22.49698427901762 39.27434424370076, 22.497019239337934 39.274335684756664, 22.497065981403058 39.2743182676344, 22.49722977090703 39.274248299783615, 22.497335806261667 39.27416857606349, 22.497512338901814 39.27404471074185, 22.497796397774493 39.27322844277896, 22.49779659014963 39.273219435003924, 22.496864418261566 39.27290105538768, 22.496105319418714 39.272620945042405)), ((22.500468319526256 39.26752334823233, 22.50021280363198 39.26754708800854, 22.500025472301953 39.26763477750946, 22.499966571055534 39.267679070025785, 22.499778086568913 39.2678208058659, 22.499424676110852 39.26808655969493, 22.498865941015218 39.26819649091156, 22.4985018982089 39.26841705348419, 22.49842833084745 39.26860532030484, 22.498365390089344 39.26883877544263, 22.498335291364167 39.26916275674826, 22.498192576532205 39.269332111025456, 22.49802514546689 39.2695732283831, 22.497822562925055 39.2698319124963, 22.497506978915766 39.26995398414024, 22.49717422467427 39.270337130866324, 22.497124598685076 39.270489664744936, 22.497144312050697 39.270652103887784, 22.497013221053727 39.271362222250204, 22.496965903557623 39.27140666272108, 22.496822410801087 39.27161204619805, 22.496738016506335 39.27176413098699, 22.496690313547155 39.27182658687972, 22.496476515581985 39.27206710315566, 22.49635754574446 39.27220973089355, 22.496285123770896 39.27234394943088, 22.496129460321963 39.272576205579284, 22.496278961723053 39.27263219806847, 22.496531994267773 39.272725568349635, 22.496819409584106 39.272837402506596, 22.497118607341736 39.27294037779006, 22.497521337967065 39.27308072943784, 22.49780914111488 39.27317454565369, 22.497883869466087 39.27293223283785, 22.497945084738852 39.27277984820969, 22.498031978169333 39.27251066144317, 22.49808025743845 39.272421181661365, 22.49811810159444 39.27227750569829, 22.49819321246762 39.27201717705166, 22.498278950098182 39.27180203670474, 22.49834054804871 39.27163163624494, 22.49840195340299 39.27147024352219, 22.49849889391442 39.271273267989, 22.49860896066756 39.27100437954286, 22.498717104145108 39.27082556879081, 22.498886650379365 39.270485364879164, 22.499018930561675 39.270261813693956, 22.49916337500158 39.27001138835737, 22.499307434073984 39.269778978384494, 22.49945245286494 39.2695015292677, 22.499597086247935 39.2692420955126, 22.499717581216306 39.269027401853336, 22.4998736088983 39.26877712480687, 22.500088921481282 39.268464539406544, 22.500196096957275 39.2683307660185, 22.50035135328058 39.268116519413056, 22.500471075947786 39.26793785602826, 22.50053093704935 39.267848524283295, 22.500578825819225 39.26777705886208, 22.500697587483852 39.26764343418961, 22.50059521351486 39.26755201321224, 22.500468319526256 39.26752334823233)))"
V_SDI_R_PHOTOVOLTAICS13.13548,13548,Γ-02737,ΞΥΛΑΔΕΣ ΕΝΕΡΓΕΙΑΚΗ ΕΕ,ΑΔ-02219,ΚΑΨΑΛΕΣ,ΠΟΛΥΔΑΜΑΝΤΑ,ΛΑΡΙΣΑΣ,ΦΑΡΣΑΛΩΝ,1.998,24.783,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-27,"MULTIPOLYGON (((22.552960083541212 39.30722909125584, 22.554650889663655 39.306222928774716, 22.55380974518801 39.3053925483617, 22.55264898309793 39.30431491138099, 22.551767883412026 39.304862588581294, 22.55102757820605 39.30533091934376, 22.552960083541212 39.30722909125584)))"
V_SDI_R_PHOTOVOLTAICS13.11620,11620,Γ-02433,ΦΛΩΚΑ ΕΝΕΡΓΕΙΑΚΗ ΑΕ,ΑΔ-01949,ΦΛΩΚΑ,ΤΑΝΑΓΡΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,1.247,23.577,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-04,"MULTIPOLYGON (((23.45670811569889 38.3452024876828, 23.457152417768576 38.345017604561896, 23.45745901876489 38.34488633638316, 23.457957258535252 38.34463274715649, 23.458248134225965 38.344485975277124, 23.45849460584021 38.34435337214672, 23.457817244582305 38.343859463517084, 23.45752576250925 38.34407088527366, 23.456970536404256 38.343670047191836, 23.455190418408527 38.34319164993058, 23.455053985265906 38.343354497871914, 23.456129154021117 38.344574851160566, 23.456399555571267 38.34487741970194, 23.456540549619866 38.34503073129704, 23.45670811569889 38.3452024876828)))"
V_SDI_R_PHOTOVOLTAICS13.13079,13079,Γ-01905,ΕΙΜΣ (AIMS) ΗΛΙΟΛΟΥΣΤΟ ΕΝΕΡΓΕΙΑΚΗ ΑΕ,ΑΔ-01434,Ηλιόλουστο (59Α),ΧΕΡΣΟΥ,ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,1.5,23.343,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-01,2010-01-26,"MULTIPOLYGON (((22.717765051988362 41.04981396597616, 22.717763233619902 41.05152486509148, 22.719954425543126 41.05152744546903, 22.719956187531455 41.04981345582088, 22.717765051988362 41.04981396597616)))"
V_SDI_R_PHOTOVOLTAICS13.12379,12379,Γ-02590,ΦΩΤΟΒΟΛΤΑΙΚΑ ΗΠΕΙΡΟΥ ΑΕ,ΑΔ-01595,ΜΟΥΣΙΑ,ΑΜΒΡΑΚΙΚΟΥ,ΑΡΤΑΣ,ΑΡΤΑΙΩΝ,1.3,36.992,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-06,2010-06-02,"MULTIPOLYGON (((20.86844877995965 39.12097842914601, 20.867495797940176 39.12107117064306, 20.867790382661152 39.121373036016706, 20.867120829748934 39.121763465359734, 20.866868422441243 39.12193450003726, 20.867380751154055 39.12224988114904, 20.867929914139495 39.12297108572309, 20.869503912659845 39.1219133956877, 20.86844877995965 39.12097842914601)), ((20.86901284165631 39.11743232284017, 20.868952078163534 39.118475027693925, 20.871082776229844 39.11852192964189, 20.871138871912006 39.11808380990701, 20.871321735554936 39.11805595089641, 20.871275017875966 39.11749951083339, 20.86901284165631 39.11743232284017)))"
V_SDI_R_PHOTOVOLTAICS13.11778,11778,Γ-02158,ΤΖΑΣΠΕΡ ΑΙΟΛΙΚΗ ΕΛΛΑΔΟΣ ΑΕ - PV 1 ΑΝΩΝΥΜΗ ΕΝΕΡΓΕΙΑΚΗ ΕΤΑΙΡΕΙΑ,ΑΔ-01813,ΜΠΡΙΓΓΕΛΙ,ΜΠΙΖΑΝΙΟΥ,ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΤΩΝ,1.975,34.243,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-09-29,"MULTIPOLYGON (((20.770898521537568 39.64476185030995, 20.77117770337071 39.645021832033784, 20.771548303663895 39.64532038700946, 20.772729106020677 39.64623597928946, 20.773752128361792 39.64678686848087, 20.774061040123126 39.64640812909854, 20.774433910281083 39.64615727336378, 20.77493755455627 39.64635142439263, 20.775185689086292 39.6462772518257, 20.775558405203988 39.64653081491477, 20.775779084076046 39.64654595437243, 20.776003526961944 39.64648012939153, 20.776220932744508 39.646315024623384, 20.77623271386762 39.64581092505143, 20.77595483694812 39.64527175521091, 20.775349890513226 39.644750519226896, 20.774160209800506 39.64427608004728, 20.773414650325318 39.64427336718385, 20.77343767673398 39.64503064747804, 20.773157064013365 39.645302080808975, 20.77268708607321 39.64513588134505, 20.77195742910037 39.64479131181554, 20.77159837719146 39.64474529269583, 20.771174114733263 39.64459837424705, 20.770898521537568 39.64476185030995)))"
V_SDI_R_PHOTOVOLTAICS13.11562,11562,Γ-02698,HELLENIC ENERGY A.E,ΑΔ-01954,ΓΚΟΡΙΤΣΑ - ΣΟΧΩΡΕΣ - ΣΠΙΘΑΡΙ,ΑΣΠΡΟΠΥΡΓΟΥ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΣΠΡΟΠΥΡΓΟΥ,1.939,14.892,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-10,2010-10-04,"MULTIPOLYGON (((23.57702060021255 38.076753754641906, 23.577432300653253 38.0766766449837, 23.577526052300126 38.077067771677896, 23.578247723713044 38.07699790155937, 23.57873845125495 38.07681904737008, 23.578614071686538 38.07635985621781, 23.577815652105183 38.0764930824601, 23.577265254510404 38.07509413898613, 23.577579035643794 38.075012170211316, 23.57729453303568 38.07430572489591, 23.57720994673281 38.07432362627902, 23.577136180710713 38.07416518836572, 23.5761163074013 38.07434879825597, 23.576139129524208 38.07440466905026, 23.57646361433536 38.0752144563837, 23.576521110028363 38.075366977828395, 23.57658317237699 38.07553826206444, 23.57702060021255 38.076753754641906)))"
V_SDI_R_PHOTOVOLTAICS13.11631,11631,Γ-02303,ΕΛΛΗΝΙΚΗ ΦΩΤΟΒΟΛΤΑΪΚΗ Α.Ε,ΑΔ-01416,ΓΚΟΥΡΕΖΑ,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,4.498,17.487,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-01-13,"MULTIPOLYGON (((23.431801381864243 38.26545794888464, 23.432804678567237 38.26531422511281, 23.43254486676594 38.26431611393965, 23.43344234863709 38.26393173902837, 23.433538280077453 38.26188944603869, 23.432738087417942 38.26188558073231, 23.431738548375343 38.26189046013307, 23.430921061117264 38.26268670478424, 23.430104015008723 38.263269091838005, 23.430358854965572 38.26360222671184, 23.430310048586897 38.26462204267914, 23.431697130499586 38.26470241717504, 23.431801381864243 38.26545794888464)))"
V_SDI_R_PHOTOVOLTAICS13.12446,12446,Γ-01731,ΗΛΙΑΚΟ ΠΑΡΚΟ ΑΓΡΙΝΙΟΥ ΑΕ,ΑΔ-01127,KTHMA ΚΑΝΑΤΑ,ΘΕΣΤΙΕΩΝ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΓΡΙΝΙΟΥ,3.15,19.889,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2006-12-19,2008-10-29,"MULTIPOLYGON (((21.410269460859716 38.56348730868878, 21.41020531025145 38.56352795589008, 21.40985425262818 38.563748666373925, 21.40938073459753 38.56404673513516, 21.409243089076607 38.564129974929955, 21.408966081410266 38.56430076778479, 21.408723763118406 38.564450172963, 21.408258736159997 38.56473874846194, 21.40889844952669 38.56579277929102, 21.409594198322207 38.56557207334918, 21.4100454704219 38.565428761163304, 21.410402911148783 38.56531525631051, 21.41113184749434 38.56508376102635, 21.41140478937255 38.564997088712495, 21.411826528290653 38.565183725803884, 21.41223053335803 38.5650974192485, 21.413103382269774 38.564910954844585, 21.412790881004632 38.56397672580005, 21.412672040539118 38.56399332475848, 21.412389623008266 38.56391118798831, 21.411775452556892 38.56371824161083, 21.411735047631513 38.56371150928047, 21.410478915733176 38.563502243400244, 21.410269460859716 38.56348730868878)))"
V_SDI_R_PHOTOVOLTAICS13.12639,12639,Γ-02634,ΛΑΚΩΝ ΕΝΕΡΓΕΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ (δ.τ.  ΛΑΚΩΝ ΕΝΕΡΓΕΙΑΚΗ Α.Ε.),ΑΔ-02316,ΤΣΙΛΙΑ,ΓΕΡΟΝΘΡΩΝ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,2.995,25.007,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-08-09,2010-12-15,"MULTIPOLYGON (((22.653523897515957 37.00655117507564, 22.654029711694186 37.00654789914717, 22.65534520966821 37.00651774309586, 22.655159034023377 37.00751615313638, 22.65610626851992 37.007337595979266, 22.656267102259562 37.00650114384076, 22.657660939887943 37.00648987646327, 22.65776270487849 37.00645497269467, 22.65778882304749 37.00624795312616, 22.65855656519032 37.00604931863638, 22.658655802010117 37.00551863224781, 22.658567809141918 37.00540947333387, 22.658168042528207 37.00513454317861, 22.657898522704343 37.005122481866614, 22.6575237530763 37.00534358549715, 22.657162120303138 37.005456672225684, 22.656779440355518 37.0054883963787, 22.656543788117524 37.00546770160093, 22.65599983005795 37.00538862820037, 22.65564580965307 37.00540345077551, 22.655483768092726 37.00503205367671, 22.6552354872515 37.00445236423119, 22.655082145733275 37.00422528425283, 22.654984193288755 37.00404390029409, 22.65492010926242 37.0038538864171, 22.65487976857378 37.003592032051955, 22.654794006488164 37.00335670392211, 22.654628638042325 37.00317455550342, 22.654529735002825 37.00304724255687, 22.65443083228921 37.00291992953183, 22.654286984970625 37.002792106811036, 22.654154533213806 37.00265539944794, 22.654055790502056 37.002519074230754, 22.654136668011322 37.002393799677186, 22.654071316363094 37.002275880515924, 22.653992186620304 37.00230202419457, 22.65391289792996 37.00233717971293, 22.653877441548303 37.00243592821458, 22.65389832493291 37.00252630203458, 22.653952440303996 37.00264409384806, 22.654062578092674 37.00277153468263, 22.654228579763856 37.0029176362821, 22.654338877250566 37.00303606497761, 22.654437303439867 37.00319041375975, 22.654491737753247 37.003290181551954, 22.65457829294668 37.003480450411004, 22.65459568333618 37.00376908578584, 22.654625580806968 37.003985753376014, 22.65473270424295 37.00428441960205, 22.654972443512982 37.0047107804858, 22.655144289615233 37.00516341261711, 22.65479468504234 37.00523155994762, 22.654166230301197 37.00517936636014, 22.65360551385406 37.005109910570454, 22.653523897515957 37.00655117507564)))"
V_SDI_R_PHOTOVOLTAICS13.12820,12820,Γ-03030,ΗΛΙΟΦΙΛΟΣ Α.Ε.,ΑΔ-01772,ΚΥΠΕΛΙΣΣΑ,ΑΜΑΛΙΑΔΟΣ,ΗΛΕΙΑΣ,ΗΛΙΔΑΣ,1.508,28.277,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-12-07,2010-09-29,"MULTIPOLYGON (((21.311138963103726 37.8156617447607, 21.312687475888346 37.816183681018366, 21.313418042529918 37.814830736650535, 21.312597991122384 37.81489311420638, 21.312648447607245 37.814128360130184, 21.313512905768736 37.81409402750042, 21.31362817871507 37.813420858559475, 21.31257243564239 37.81340577212359, 21.312656935778175 37.81264179506169, 21.311908265497507 37.81261569108266, 21.31173254352025 37.81495444932499, 21.31151593641774 37.81497653449665, 21.311138963103726 37.8156617447607)))"
V_SDI_R_PHOTOVOLTAICS13.12112,12112,Γ-02242,ENEL GREEN POWER HELLAS A.E.,ΑΔ-02234,ΓΙΑΤΣΟΒΟ,ΜΕΛΙΤΗΣ,ΦΛΩΡΙΝΑΣ,ΦΛΩΡΙΝΑΣ,1.5,37.413,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-27,"MULTIPOLYGON (((21.45957258903457 40.83536240244283, 21.46032612438475 40.83550510293029, 21.461978143976218 40.83572162290556, 21.462634148412807 40.83593421846521, 21.4632394493289 40.83405603896921, 21.46256817885365 40.83393318234133, 21.460684033614378 40.83358545914927, 21.460165777113737 40.83349297981796, 21.45957258903457 40.83536240244283)))"
V_SDI_R_PHOTOVOLTAICS13.12054,12054,Γ-02215,ΤΑΝΑΓΡΑ ΣΟΛΑΡ ΑΕ,ΑΔ-01972,ΨΩΡΙΑΡΗΣ ΙΙ,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,1.498,129.486,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-10-04,"MULTIPOLYGON (((23.465554785840645 38.23451779821808, 23.466238848034305 38.23628734101823, 23.47420249311901 38.23319598130795, 23.474635499074875 38.23336014342743, 23.47560943162167 38.234572160633086, 23.477958403211375 38.232050145168586, 23.47540027257671 38.231876516892555, 23.474201189747845 38.23179004015944, 23.46880718595296 38.23350514815103, 23.465554785840645 38.23451779821808)))"
V_SDI_R_PHOTOVOLTAICS13.13982,13982,Γ-02301,ΕΛΛΗΝΙΚΗ ΦΩΤΟΒΟΛΤΑΪΚΗ Α.Ε,ΑΔ-01440,ΚΑΡΥΕΣ,ΠΑΛΑΙΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,1.986,18.19,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-11,2010-01-26,"MULTIPOLYGON (((20.901056378483858 38.83299884560765, 20.899545953143544 38.83330106264612, 20.899741486514895 38.83383777132253, 20.900272826155856 38.83406809355239, 20.901358767473997 38.8337275721114, 20.901056378483858 38.83299884560765)), ((20.898469938511578 38.831822069652254, 20.89747331222446 38.83222799971585, 20.897893943512454 38.833680575247826, 20.898159329571065 38.833669611238804, 20.89813732522285 38.83338074745959, 20.899509095259035 38.833354135839045, 20.89938588990865 38.833008531420845, 20.899158630002372 38.83187640365801, 20.899090776795653 38.83184757475647, 20.898579118375405 38.83196010173243, 20.898469938511578 38.831822069652254)))"
V_SDI_R_PHOTOVOLTAICS13.13050,13050,Γ-01912,ΗΛΙΟΧΡΗΣΗ ΑΕ,ΑΔ-01502,ΑΓΡΟΚΤΗΜΑ ΚΗΠΩΝ,ΦΕΡΩΝ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,1.988,27.421,1.3,ΑΔΕΙΑ ΛΕΙΤΟΥΡΓΙΑΣ,2007-06-01,2010-03-29,"MULTIPOLYGON (((26.292638858964104 40.98055816049435, 26.29137759904777 40.98100136125084, 26.29034559720404 40.9813697356576, 26.290573898638236 40.981975875529834, 26.290909191096564 40.98249247310731, 26.291859576460137 40.98299373881766, 26.292807123894516 40.98339621726221, 26.293242491930307 40.98338926487859, 26.29391929291761 40.983290576493836, 26.292638858964104 40.98055816049435)))"
